Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. Peopleâ€™s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1983,,,,,,5.493665514,,,,,,10.03891051,3.339173357,,8.151231356,7.661609837,,8.153762774,,,2.972399151,4,,,,,275.5862836,135.0275156,5.230298783,1.166180758,18.02371542,10.47714381,14.61261129,5.86358803,,2.949832676,,27.25719467,,5.640428433,16.63122641,76.52669767,,19.48717949,,,32.62056218,4.821053429,,,,,,3.293414603,0.901842896,4.147952444,6.908228812,5.628623294,5.96716393,,10.36040358,,,,48.43387471,16.07987388,9.064410035,,12.17408352,,-0.675378065,8.669271598,,8.366292606,6.704183998,9.459548472,,,10.67193676,4.609303273,,122.8745146,,,10.63630368,,,20.17948325,6.095347282,,4.538678151,,,7.094062272,9.885931559,8.252811658,11.12664412,,10.24366335,7.279895733,11.83391091,10.65412022,8.804138369,6.533108749,11.79974052,,,11.8680813,,10.44762952,19.74018918,,83.95004619,145.9515304,14.64657667,11.58211108,5.020167098,1.899719713,,11.39778274,,,,2.29153537,3.420615454,4.718168093,11.58211108,,,,10.60520362,1.473058535,10.91288722,,,,13.96438801,11.59225448,10.63630368,17.49235474,,,8.669271598,,,,6.207935389,,,19.32833859,,5.493665514,101.8749384,,11.03485975,,,-0.88099756,5.650083363,6.167613865,,,,,,5.589498018,13.50251052,3.704235463,4.538011631,,,-2.489605687,23.21233155,,2.740842825,8.465244322,12.37723808,,7.341075861,8.669271598,,8.264887695,6.3620335,2.102841244,111.1506352,10.02935656,,7.902097901,25.53475936,,,,24.00276238,13.43375556,,,7.310485797,,2.743614001,,,6.593002143,12.37723808,0.191424196,30.58777478,11.61698457,1.196410768,6.234718826,,13.31431773,,,,11.56752438,,11.48265356,6.052631579,,4.411808075,,40.21349184,8.873021524,11.56752438,,6.052631579,6.127292341,,,,,9.35546508,3.726536621,,,12.44821441,,6.167613865,9.813553118,12.37723808,11.48265356,15.175,,31.39027102,,27.05592753,,,10.54117372,49.19737965,3.212435233,,5.45838799,,,,,1.65334803,8.873021524,16.46013561,,,12.30320716,,
1984,,,,,,8.116397955,,,,,,3.96039604,5.663187493,,14.31686979,6.34177491,,4.846957682,,,0.32239925,3.966346154,,,,,1281.349942,192.1220033,4.685797312,3.073967339,7.032819826,8.577469043,2.542209668,4.304778304,,2.931435997,,19.86020566,,4.284761104,11.37332209,52.22701136,,16.36266094,,11.25,11.95066091,3.827545341,,,,,,2.405795069,1.884715026,2.21799425,6.29077936,20.15167811,8.116397955,,8.577469043,,,,31.23023908,17.03636638,7.370729503,,11.28026367,,8.417273783,7.673802622,,7.067656383,5.291217611,7.673802622,,,5.857142857,4.960710978,,39.66531379,,,22.09845941,,,18.45685214,5.659612787,,3.406750118,,,5.917220486,8.650519031,4.726368159,11.37332209,,6.402032391,8.467854876,12.47762721,10.45503482,7.892516661,6.087166736,10.45503482,,,8.318907119,,8.651113838,12.54021945,,30.85239708,373.2156751,10.79449601,27.81476932,3.847472738,2.261613692,,10.28409821,,,,2.714904705,2.273942298,1.17746005,11.95066091,,,,12.47762721,1.205484104,11.72891521,,8.823395989,,16.63825375,11.01552162,10.36956652,10.98386257,,,6.435857808,,,,12.44756933,,,9.856620954,,8.116397955,65.44880713,,11.01552162,,,-0.442500001,4.846311548,9.229518195,,,,,,7.389162562,20.0263032,3.897272601,4.30265689,,,8.364424118,17.82053329,,3.30163842,6.218274112,2.845784957,,6.171253479,7.067656383,,7.032819826,6.087166736,1.582643329,110.2085196,50.33897564,,7.420609204,15.40099943,,,,28.38463889,20.31146255,,,6.194763795,,1.104972376,,,5.369570388,7.032819826,-1.559037065,34.14634146,11.78402748,2.600985222,11.04718067,,11.50716951,,,,11.25,,11.11693129,5.40380886,,3.688744528,,53.67196691,8.04424239,12.93972664,,4.094292804,9.229518195,,20.25089606,,,-3.52662871,0.86489843,,,12.64272066,,9.229518195,0.106451613,7.032819826,11.11693129,13.33478041,8.9,48.39232313,,36.14594151,,,10.05197474,55.30442354,4.300535475,,2.701955636,,,,,5.516400108,8.217652537,11.86006826,,,11.52648044,,
1985,4.032258056,,,,,7.2543618,,,,,,6.734693878,3.189511634,,3.804286836,4.868733995,,6.906057821,,,-2.635969303,4.605009634,,,,,11749.63963,225.989959,3.915105251,2.353215284,1.877346683,8.0945758,10.42384023,3.962030541,,3.435389869,,30.70349891,,1.863803272,8.508374344,23.82078452,,23.97418165,,5.393258427,15.0517585,3.827542616,,,,,,2.066230732,2.128902988,3.739979981,4.678751452,45.33617555,10.48228704,,9.568221071,,,,27.98321603,12.10675606,5.295559634,,8.814454809,,19.06468514,5.831099739,,5.195621954,4.420972396,5.831099739,,,7.354925776,6.07139434,,10.30544067,,,18.31988487,,,19.31465181,2.501384924,,18.6867913,,,4.605009634,3.503184713,3.362675236,10.42384023,,10.64883901,6.942345019,11.52126074,9.090501189,7.170701324,4.420972396,4.724536157,,,5.556424232,,5.395497315,4.389340957,,31.99462902,308.7931304,9.205991443,25.67310124,2.985074627,2.032277346,,13.00656642,,,,2.6195463,2.459117006,1.490321814,22.32837506,,,,9.138440555,1.423198982,15.0517585,,10.47140811,,1.481180122,7.581991864,9.114470872,13.32082552,,,4.093587785,,,,7.728638901,,,10.55648396,,4.389340957,57.7484484,,8.799437766,,,-0.23520746,6.807566558,7.728638901,,,,,,6.698703947,10.51897599,0.346458791,3.753837346,,,-0.923399124,7.435344828,,2.258584013,5.71485464,8.052641266,,15.41765557,6.07139434,,5.393258427,5.614839218,1.026619893,163.3995052,23.10310718,,3.71040724,11.52126074,,,,19.46141001,25.21071644,,,4.773742723,,1.912568307,,,1.759330057,5.556424232,-3.058768729,45.40750323,13.00005762,0.480122911,9.568221071,,22.32837506,,,,10.30544067,,9.406907507,4.512991015,,10.86595298,,79.40638115,7.372574581,20.46263345,,0.834326579,17.25293132,,5.153999006,,,-1.814414382,2.431731234,,,20.50758318,,7.728638901,16.765,5.556424232,9.406907507,7.622574055,7.2543618,44.96173015,,33.28210383,,,9.8103638,72.22256443,3.545644152,,2.139685103,,,,,1.066152858,6.906057821,9.090501189,,,16.29422614,,
1986,1.073966408,,,,,7.433333333,,,,,,9.050350542,1.705446658,,1.675675676,1.294368191,,-2.611742925,,2.7,-2.296093214,5.433781544,,,,,276.3359676,147.1426826,1.330068452,1.781242886,9.950859951,10.00171556,2.245152512,4.194786291,,0.75030887,,19.47683792,,9.682954731,7.770024987,44.4,4.158110883,18.85459279,,10.87420043,11.83675076,2.482245966,,,,,,-0.129412805,18.14763345,2.774233677,3.678184119,7.638972666,12.37160917,,11.6229048,,,,23.03022611,23.86428982,2.736052561,,8.794939747,,-9.808765071,3.678184119,,2.933579204,1.798842484,2.538525918,,,6.285355123,3.427609404,,24.56541608,,,56.56017201,,-17.64042409,23.01544655,0.557079904,,36.9311213,,,3.159097295,3.384615385,4.352723832,6.809055939,50,3.279926634,5.291661701,12.37160917,8.731639957,5.733558179,3.140323962,5.822666962,9.682954731,,8.729720727,,3.827039315,18.42900302,,22.12840119,48.04469274,5.823546919,15.10537542,,0.595586799,,2.534275989,,,,-0.006685534,2.74998327,0.95360674,18.68796069,,,,3.290981046,2.190258254,11.83675076,9.3254619,3.702270949,,7.976361936,8.733559187,8.731639957,18.00496689,,,0.294563409,,,,8.733559187,,,14.4973321,,7.448971374,86.23331699,,9.029510544,,,2.027888714,9.3254619,15.25962131,,,,,7.433333333,1.632653061,14.04686796,0.737002855,3.046417007,,,-3.207571342,5.717151454,,0.083347949,7.176492748,18.99894955,,13.21339806,4.235910111,,8.118107537,3.506414248,-0.066384108,77.92102555,1.148137777,,5.453752182,16.54996817,6.184778545,,,12.33133349,31.74259727,,,3.159097295,,0.757575758,,,-1.117066573,8.729720727,-3.203331465,24.45349013,6.184778545,-1.385703364,13.57187894,,31.93501615,,,,7.433333333,,6.859344228,5.433781544,,18.68796069,,95.88650521,4.235910111,13.73707533,,0.236406619,36.06349206,,-13.05657258,,,4.124615264,1.841675968,,,16.89666805,,15.25962131,21.67387488,8.729720727,6.859344228,7.693676593,6.164383562,34.61007597,,32.43220158,,,10.00171556,76.38063641,1.898047722,,1.027667984,,,,,4.766141332,5.82310694,5.733558179,,,18.65492687,55.82822086,
1987,3.643045458,,,,,4.222416662,,,,,,8.533021625,1.401952938,,7.11323764,1.553382613,,-2.681784235,9.874696091,2.726387537,-1.745001754,5.756464011,,,,,14.57869845,228.3362579,3.311731107,1.246854906,6.368715084,9.801933874,-6.986802706,4.356108712,,1.440328424,,19.88084572,7.233835531,6.943306265,13.14049984,78.67036011,0.44356826,23.31038798,,3.846153846,16.84665276,4.890522222,,,,,,0.24990616,4.089116446,4.024580433,4.019993457,13.55072378,7.441260913,5.174881273,9.838314983,4.685987788,,,29.50399725,19.69359331,3.224152927,,5.248021767,,-2.428672483,4.113028862,,4.113028862,5.663774759,3.288898214,,,-0.946185689,4.148922321,,39.81506788,,,23.52916696,,-13.17447275,16.3968916,-0.872333388,,12.32321328,,,3.842278337,5.654761905,2.487154022,7.028271952,133.3332637,-11.44946461,8.674314177,10.75185899,8.225806452,6.656010675,4.35289949,9.278656132,7.632790089,,8.801125813,,3.159407641,28.57142857,,18.29776822,19.67654987,4.747284904,6.65244805,-0.2,0.126176842,,8.63767319,,,,0.963012649,3.049659098,0.654844692,14.57869845,,,,4.355716878,7.021753039,12.32321328,9.013519315,5.623126274,,7.717165606,9.039890972,8.152342538,11.75026307,,,-0.056662909,,,,2.698739977,,,14.99313513,,4.089116446,131.8273839,,8.225806452,,,0.431725669,24.76,7.441260913,,,,,8.152342538,0.518741633,25.15509543,0.290007909,4.010335965,,,-6.712108929,11.29032258,,-0.691203091,8.717047452,10.75032804,,15.74430079,4.356108712,,3.265719243,4.681218546,0.996423097,85.82230624,4.069767442,,3.337470694,26.37902785,8.152342538,,,9.634831862,21.81027404,,,4.066511159,,2.68528464,,,4.133014908,8.259145709,-1.547116737,20.55723775,-4.140723786,0.523306522,10.99236641,,24.86450034,,,,8.152342538,,7.632790089,4.566849496,,53.39295326,,132.072721,4.188571518,13.37662338,,2.594339623,59.48436771,,-5.974842767,5.174881273,,0.05400885,2.466461128,,,14.06471112,,7.441260913,4.685987788,8.259145709,7.632790089,10.75185899,8.225806452,38.85584348,,29.94936954,,,7.233835531,63.56666243,3.664563218,,3.305946792,,,,,16.03939501,5.756464011,4.566849496,,,16.16059499,47.04724409,
1988,3.121868496,,,,,5.911544964,,,,,,7.215939688,1.91572092,,4.486797697,1.160934934,,4.255616018,7.412765957,2.369668246,0.303435966,4.402411828,,,,,16.00209105,629.1131934,4.858859178,1.192842942,10.08403361,8.351679568,-3.964468821,4.028234149,,1.872459172,,14.68435125,18.81181794,6.930686172,1.682332608,71.09173127,1.030421982,28.14006597,,4.074074074,20.82632322,4.201205914,,,,,,1.274123972,,2.924591631,4.53513301,43.86383235,5.911544964,9.342126885,9.383471862,7.887323944,,,58.21628654,17.66348615,2.417693422,,4.837264699,,7.080715321,4.53513301,,5.085928614,11.75832688,2.700815275,,,-8.776119403,4.155351716,,31.35926763,,,11.69058689,60.28178263,2.523659306,13.52883553,4,,10.83270377,,,4.468772419,7.887323944,4.491257636,6.930686172,185.7142857,4.105468059,15.72354907,12.77954421,9.159314134,8.634049192,4.037037037,8.045367151,9.45351339,,9.383471862,,2.134571569,28.67063492,,25.72550909,16.35135135,5.058247477,8.266765744,6.613226453,0.67855758,,12.26496305,,,,0.232525034,7.146095256,1.46813288,16.00209105,,,,6.086956522,0.829472426,8.266765744,9.533518498,8.983003382,,13.9915489,9.383471862,9.159314134,11.45637163,,,1.436590566,,,,2.369055055,,,26.85379714,,5.999250743,114.1622585,,9.271392998,,,0.938344387,16.04280218,6.905098075,,,,,1.31965861,9.159314134,33.91216494,2.556519453,4.052987628,,,-1.39396304,54.51122478,,0.737943046,6.676365988,8.983003382,,6.375249444,5.085928614,,6.477095014,8.837937018,0.359220845,667.0193286,13.86006917,,5.445082077,58.72082973,9.31063653,,,10.10163212,22.59425718,,,4.686198855,,4.60251046,,,2.978643557,9.183237622,0.907563025,64.7005631,-1.826682251,1.523185192,16.73752657,,19.76116179,,,,8.755496851,,8.351679568,7.313287808,,7.313287808,,198.7537129,5.824898684,20.39456228,,1.83908046,34.56221198,,15.47751765,9.342126885,,-0.15091098,3.862730747,,,12.75852751,,6.905098075,9.924023398,9.183237622,8.351679568,7.758492067,7.196969697,68.80964338,,31.18671828,,,9.159314134,62.19195646,4.077741107,,0.227229691,,,,,8.760230373,7.196969697,8.507868011,,,12.77954421,51.00401606,
1989,3.991628046,,,,,7.74088604,,,,,,7.533902562,2.568343847,,11.66159985,3.107050651,,-0.481798715,6.045479756,6.388888889,1.485897322,5.387658228,,,,,15.17346811,1430.72507,6.190114068,1.304300371,8.778625954,11.57501475,0.689055807,4.9836219,,3.1552891,,17.02793673,18.24563836,1.049518238,-1.665525896,104.0652294,-1.79698883,25.86138614,,4.555160142,16.50995417,5.490303473,,,,,,2.780559807,,6.218521498,4.772723424,40.65791612,9.304361258,6.462561711,9.577385258,6.415539635,,,75.6481901,21.26186709,3.793672469,,6.791437533,,7.817301182,6.25983138,,6.592909802,6.189354034,3.498302207,,,6.740837696,5.760249092,,25.22369203,,,8.275016088,80.78814064,6.166153846,13.65556787,5.592948718,,11.3871322,,,5.169964956,10.18276762,9.850409258,8.046158635,1400,6.923905037,17.149152,12.67004209,9.304361258,7.782675117,5.07405443,6.415539635,8.812756433,,7.074280029,,4.08904273,22.34965305,,20.75819503,20.20905923,6.25983138,14.32953903,25.7127193,2.272289621,,13.78931728,,,,5.169964956,5.700160937,3.342033591,15.17346811,61.33259651,,,1.511839709,4.372637664,11.43213181,8.812756433,8.046158635,,11.56753609,9.314517606,9.012995946,14.72824556,,,3.370958873,,8.770945542,,3.259969492,,,9.012995946,,5.541459815,20.00787671,,11.3871322,,-0.076692998,0.847691359,27.19852645,10.35178924,,,,,12.9326821,12.67004209,12.44636205,2.813200897,4.905312465,,,-2.84352518,50.46668812,,1.082160156,4.546143355,8.846886912,,5.715991551,5.760249092,,7.143501235,7.844264737,0.205867258,3398.67901,12.24299065,,4.480445513,244.550933,8.275016088,,,12.68630365,26.42212672,,,5.715991551,,3.3,,,1.010278248,8.311445346,1.032644903,66.72032193,0.447309341,2.345456272,14.93224787,,17.63407994,,,,8.275016088,,8.046158635,6.190114068,,0.769646742,,1281.443494,6.443275874,7.546164773,,1.58013544,11.39921722,,-3.689134604,6.462561711,,-0.839403117,5.35546508,,,14.75150357,,10.35178924,4.073643648,8.311445346,8.046158635,11.43213181,7.74088604,63.27255249,,25.84983826,,,11.56753609,80.44743673,4.82700303,,2.833931608,,,,,7.748049052,6.999092533,6.462561711,,,14.73088597,123.4042553,
1990,5.836687752,,,,,8.451462408,,,,,,7.333021952,3.261873123,,7.002169567,3.44831218,,-0.504303389,6.12671847,23.8,0.929335437,4.66931912,,,,,17.1187746,2947.73307,3.074572711,2.138662932,10,11.39634612,-0.012330456,4.780476933,,5.403953982,,26.03648114,3.052290121,-0.805879698,1.099381284,81.29540481,2.889053742,29.13782253,,10.65350579,19.04418009,4.468437874,,,,,,2.696471378,,3.190923232,2.641603064,50.46247924,16.65253439,8.19137132,12.63482106,7.819191447,,,48.519113,16.75637471,3.382816739,,6.721825301,,5.152481242,6.456609061,,6.149565312,8.19137132,3.19428338,,,7.725321888,8.063460909,,37.25906649,,,12.16778411,33.00197783,0.857871551,20.43349964,2.724237365,,41.22186714,,,5.403953982,10.42654028,23.32256644,6.801197608,500,21.27603201,28.36959965,16.65253439,11.39634612,8.215535847,7.158880952,7.819191447,9.854931923,,8.971232503,,3.317321299,7.627674938,,15.51072199,17.19806763,6.456609061,21.96017512,16.19213756,3.078516287,,17.78181443,,,,4.010984078,8.573600687,9.833635315,23.32256644,35.64298297,,,8.451462408,4.267556629,21.73994434,8.488646497,7.620934971,,21.49525205,9.526065776,11.39634612,11.634757,,,3.253766591,,7.969693844,,6.782594015,,,11.78448383,,8.039568673,26.65167256,,11.634757,,0.606339704,2.983405861,17.62677503,12.32179998,,,,,6.600225649,13.48808879,11.82353805,2.617801047,5.089216687,,,-0.775653011,7.364400306,,2.454089859,4.131033483,8.239700375,,6.098444148,6.456609061,,10.32675289,9.052131553,0.769485355,7481.663611,12.17735221,,6.953361599,567.8788007,6.600225649,,,13.63057057,37.25995618,,,6.098444148,,3.000968054,,,4.185763726,9.011682028,2.077151335,65.158098,0.32509863,3.460753387,8.737592618,,23.99916511,,,,7.725321888,,7.544861097,8.19137132,,21.73994434,,552.0835289,10.36655339,13.09228991,,3.888888889,19.39686722,,-0.738282265,8.19137132,,1.015341505,5.863994744,,,22.64137078,,12.32179998,9.709863846,9.011682028,7.544861097,11.06442577,6.545293073,60.30386913,,35.82677165,,,15.23846327,112.5259056,5.39795644,,7.606099577,,,,,4.759441283,8.215535847,15.23846327,,,14.32097583,107.0238095,
1991,5.555555556,,83.78378378,,,9,,,,,,3.17667537,3.337428845,,8.996938735,3.215310693,,2.162600527,6.357364123,338.4491115,0.764419736,7.114681202,,,,,21.44706982,432.7866635,6.257526633,1.6,12.28070175,11.76501608,-2.762362807,5.625864086,118.5275789,5.859585935,,21.78441243,3.556685652,1.683348499,0.060051331,2154.436827,-1.67834969,30.34844055,,9.550907413,28.70932083,5.853306033,,,,,,4.047036816,,5.557061534,2.395153317,47.07915741,25.88638693,6.965681278,15.33478204,6.49734556,,,48.80382775,19.74854482,3.692232831,,5.934211113,,35.72259823,6.092105206,9,4.310212898,6.49734556,3.213407324,,,-11.68611269,7.461782957,,18.03143901,,,8.64234326,57.59528475,-3.425287356,19.45584256,2.644603679,,33.16642192,,,4.861111111,11.15879828,33.97226025,8.819640997,122.2222222,15.41990737,34.81754291,19.50500167,12.61531538,9,6.323448046,9.419058277,12.28070175,,13.87024618,,3.210817028,17.12856794,180.952381,6.808778879,18.96125309,6.249999298,51.07109773,8.155495979,3.251438488,,20.08449558,,,,4.323739444,9.333360725,9.058188362,25.96746251,13.44155844,,,11.8960953,6.149550531,21.78441243,13.02843691,9,,12.18563072,13.0069731,12.61531538,17.67810026,7.001013775,,3.118356599,,9.568877659,,7.986166008,,,8.592647605,,9.029094181,22.66235946,,13.22426577,,1.80042722,2.542192848,32.27203829,14.51233162,,,,,5.628666667,7.001013775,12.61531538,4.358333333,4.930414025,,,-7.796641791,13.0069731,,3.158197519,3.438195991,15.55745293,,2.60239286,5.859585935,,6.904896327,11.79127034,1.256260777,409.5301666,19.26145853,,6.965681278,76.76949921,8.592647605,,,11.84948418,24.22535211,,,5.625864086,,4.417293233,230.6224949,,19.63716581,12.23316624,4.861111111,123.5781269,-1.753556902,3.425701731,15.05013078,,14.40267488,,,,8.965622652,,8.934306569,6.469135802,,25.96746251,,114.8329356,9.444627329,8.934306569,,1.986754967,9,,3.19387473,6.965681278,,0.387081798,5.709852599,,,23.44385578,,14.51233162,10.5954494,12.23316624,8.934306569,3.783102144,8.193715095,65.97856799,,28.69565217,,,15.33478204,101.9716832,4.234963965,,5.49200387,,,,,6.469135802,8.998469367,-1.819197988,,36,15.33478204,97.64232317,
1992,3.87337537,,299.5098039,226.0054213,,9.35975159,,,,,,1.012231126,4.020845591,-10.63009716,1.823333333,2.427955672,,-1.991135807,3.634076918,91.29793273,-0.172413793,5.738198862,,,,,12.0603236,951.9620531,6.09389303,1.279527559,15.98011364,16.1676124,-1.033608117,1.490132904,91.29793273,4.037009164,,15.42580647,6.35398134,4.231383829,-0.016055046,4129.169857,-3.935468101,27.0305636,,3.116664327,21.78825425,5.605012228,,,,,11.08650007,5.056979322,,5.471825593,2.096044429,4.259026389,31.66966191,7.52351717,10.52744401,6.212678645,,5.270589986,54.34083601,13.63742417,4.538912456,,5.924534287,,10.52744401,5.270589986,9.486542506,2.919323193,4.883022716,2.363760463,,,-9.542913303,4.591549296,,10.05611674,,,9.486542506,69.5836364,-4.278743156,15.87706538,3.778337531,,10.045918,,,3.910543569,9.652509653,8.759886253,9.523477191,625,19.35849465,23.65572078,12.84887389,10.09896715,9.497791984,4.883022716,7.52351717,10.05611674,,11.78781704,,3.069997435,25.80772262,83.61581921,3.947711768,11.98891199,5.270589986,77.29659296,3.995835606,1.760283061,,27.33236445,,,,2.858446725,6.212678645,-0.545471214,15.19274376,9.86452967,,,9.35975159,5.138897799,11.21448138,10.63930219,10.52744401,,11.38343705,9.960323207,10.09896715,17.20852018,5.782295888,,3.15417376,951.6961949,7.713921684,,5.740246629,,1026.826264,14.51237861,,7.592048368,15.50789625,,10.05611674,,-6.242505995,1.633212099,21.9132104,12.32329924,,,,,10.14181756,4.643519299,23.75135302,4.7672283,2.259476291,,,-4.475617902,44.58884272,,3.183585695,2.328085049,17.14952362,,1.014560272,4.31427923,,3.597232507,9.509041462,1.82452157,73.52829424,8.651003579,,4.30961457,46.0985621,9.486542506,,,9.559260332,15.19274376,,,4.028927377,,3.060306031,211.2055876,,9.560411876,11.58562705,-0.077006006,117.6244689,-0.109942967,2.263071187,10.75116037,,11.21448138,,,,9.523477191,,9.486542506,5.138897799,,43.66617839,9.893505198,209.9337312,2.374367251,7.558295363,,3.246753247,11.00917431,,-3.113030672,7.52351717,,1.393786637,4.139145751,,,13.62653368,,12.32329924,7.936980122,11.58562705,9.486542506,6.439854192,5.824345146,70.07610387,,21.84684685,,,11.38343705,68.45919384,3.028819678,,3.463530427,,,,,4.058441558,7.636108523,9.031137929,,29.41176471,13.8747029,165.706527,
1993,5.21555996,,1378.527607,85.00475124,,9.37034416,,,,,,1.753653445,3.631785595,1128.000024,9.679346581,2.754426435,0.440599215,0.553455724,3.0148186,72.87879139,2.538860104,2.72289767,,1190.229233,,,8.527876957,1927.38079,1.113439336,4.25170068,11.20636865,14.33080334,-2.915358493,1.865079365,72.87879139,3.292629483,,12.72776695,14.61007864,2.16471454,-3.206554569,1986.904762,4.923664122,22.44132146,,5.788395904,9.781446442,2.765748419,,,,,20.81302954,4.474575055,,1.569026042,1.25785668,5.250338807,20.54032612,5.736905834,9.97366476,4.887608396,,17.61215022,45,12.08979229,4.52182297,,4.569070885,89.81194903,3.543065962,4.728173046,9.679346581,2.190653196,5.206589252,2.104462771,,,0.533746556,2.558577969,,24.95984247,,,6.463804228,48.10816607,5.452284737,14.41127089,2.808599168,,11.81969017,,,3.837319253,8.802816901,10.74864672,8.527876957,1500,29.70597151,22.46423461,12.72776695,10.74864672,6.984599209,5.090351778,9.671893382,9.269503246,,6.326890488,,1.469420884,21.20263075,207.6923077,4.042852911,10.9529703,4.626734683,22.06994942,3.316666667,1.243045897,,45.9788813,,,,1.794861464,4.80110249,0.382541365,11.81969017,6.267222415,,,11.07355327,0.848181596,10.74864672,9.37034416,8.592370386,,11.74673702,9.822779071,10.51783845,13.13566077,10.83523592,410.2409878,3.588098185,108.9895406,6.705885528,,5.18311396,,1613.603989,10.0083612,,8.068042129,9.751460454,,11.07355327,,-0.263767884,4.144819542,31.83160687,12.65646639,,268.1504889,,,9.37034416,10.51783845,22.77271023,3.536585366,2.408368166,,,-1.215034965,57.16525283,,2.584181156,2.288269332,7.505394191,,1.288207766,4.52182297,,5.788395904,9.97366476,0.453930079,48.57998645,6.716311041,,4.974114303,36.96416661,7.917074194,,,6.783779947,18.20866142,,,4.144819542,,-0.873362445,255.1668618,874.2457204,12.35438876,8.739529476,1.055795314,101.3804238,-0.586434615,2.289299644,9.168662333,,18.50668833,,,,9.679346581,,9.52484537,4.271538107,,143.5115585,23.28702766,31.76213063,4.728173046,12.02342387,,1.383647799,13.2231405,,-8.427933487,5.736905834,,-1.006881689,3.312191684,,,11.32746305,,12.65646639,0.96090446,8.739529476,9.52484537,10.83523592,3.974956319,66.09384298,,25.27726433,,4734.914347,11.81969017,54.10079244,2.951656966,,4.291375534,,,,,3.56585692,7.505394191,1.715091237,,35.75229802,9.71744832,183.3120415,
